review,rating,date,bank_name,source,sentiment_score,sentiment_label
Best financial apk,5,2024-02-14,Commercial Bank of Ethiopia,Google Play,0.6369,positive
i need a way to register online without going to branch n you have to provide that service.... your services are something like you are still living in the 20th century.,1,2024-02-13,Commercial Bank of Ethiopia,Google Play,0.3612,positive
It is very used application,5,2024-02-13,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Good,5,2024-02-13,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Too many bugs e.g the sync never works I have to go frequently to get fixes,2,2024-02-13,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Nice and easy to use,4,2024-02-13,Commercial Bank of Ethiopia,Google Play,0.6908,positive
It is perfect!,5,2024-02-13,Commercial Bank of Ethiopia,Google Play,0.6114,positive
You are doing good .,5,2024-02-13,Commercial Bank of Ethiopia,Google Play,0.4404,positive
This app doesn't run on rooted devices 😥,4,2024-02-13,Commercial Bank of Ethiopia,Google Play,0.3291,positive
Please fix the error popping up after a successful transfer to other bank. It appears as if the transfer is not successful.,4,2024-02-13,Commercial Bank of Ethiopia,Google Play,0.0844,positive
Best app,3,2024-02-13,Commercial Bank of Ethiopia,Google Play,0.6369,positive
Very good App,5,2024-02-13,Commercial Bank of Ethiopia,Google Play,0.4927,positive
Not good enough,1,2024-02-13,Commercial Bank of Ethiopia,Google Play,-0.3412,negative
I like and satisfy by using commercial bank of Ethiopia thanks,5,2024-02-13,Commercial Bank of Ethiopia,Google Play,0.8126,positive
Could you please add a finger print option,5,2024-02-13,Commercial Bank of Ethiopia,Google Play,0.3182,positive
V.good,5,2024-02-13,Commercial Bank of Ethiopia,Google Play,0.0,neutral
That's so wonderful and secure,3,2024-02-13,Commercial Bank of Ethiopia,Google Play,0.7688,positive
filannoo bareeda,1,2024-02-13,Commercial Bank of Ethiopia,Google Play,0.0,neutral
It would be best design if you guys include the fingerprint option,5,2024-02-13,Commercial Bank of Ethiopia,Google Play,0.6369,positive
"The latest update is creating a lot of problems. For instance, I had to reopen the app like 10 times to fix the ""NetWork error"" issue.",3,2024-02-13,Commercial Bank of Ethiopia,Google Play,-0.1779,negative
"The new update is horrible. Unreliable. I can't send money nor check my balance. Set your priorities straight, CBE",1,2024-02-13,Commercial Bank of Ethiopia,Google Play,-0.3818,negative
Best banking system,5,2024-02-13,Commercial Bank of Ethiopia,Google Play,0.6369,positive
Fine,3,2024-02-13,Commercial Bank of Ethiopia,Google Play,0.2023,positive
Best,5,2024-02-13,Commercial Bank of Ethiopia,Google Play,0.6369,positive
አሁን ያለው ጥሩ ሆኖ እያለ፣ ያለ ATM ካርድ ATM Machine መጠቀም የሚያስችል ቢሆን የበለጠ ተመራጭ ያደርጋል።,4,2024-02-13,Commercial Bank of Ethiopia,Google Play,0.0,neutral
boaring app,1,2024-02-13,Commercial Bank of Ethiopia,Google Play,0.0,neutral
The new updated version crush several times it need to be fixed asap,4,2024-02-13,Commercial Bank of Ethiopia,Google Play,-0.1531,negative
Good modification,5,2024-02-13,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Exelent,5,2024-02-13,Commercial Bank of Ethiopia,Google Play,0.0,neutral
It's nice app but some times it's not tell us the right balance specially on Saturday and Sunday,3,2024-02-13,Commercial Bank of Ethiopia,Google Play,0.2263,positive
"Its fast, easy to use and interactive app!",5,2024-02-13,Commercial Bank of Ethiopia,Google Play,0.4926,positive
Abuke,5,2024-02-13,Commercial Bank of Ethiopia,Google Play,0.0,neutral
The best one,5,2024-02-12,Commercial Bank of Ethiopia,Google Play,0.6369,positive
Best of best app I love it,5,2024-02-12,Commercial Bank of Ethiopia,Google Play,0.9274,positive
Good,5,2024-02-12,Commercial Bank of Ethiopia,Google Play,0.4404,positive
The new version is amazing,5,2024-02-12,Commercial Bank of Ethiopia,Google Play,0.5859,positive
Wow ahun temechegn beteley degmo deresegn view maletachn atm mazezachn nice cbe,5,2024-02-12,Commercial Bank of Ethiopia,Google Play,0.765,positive
"It's very good app and It's best than any banks app. but the only problem I got is the financial status display is limited, it's shows very few transactions",3,2024-02-12,Commercial Bank of Ethiopia,Google Play,-0.2967,negative
I really appreciate CBE app's move toward excellence. The receipt option included in CBE app's is very nice.,5,2024-02-12,Commercial Bank of Ethiopia,Google Play,0.8803,positive
The Updated version of the app is awesome. Really Enjoyable to got sealed Receipts with barcode.🙏🙏,5,2024-02-12,Commercial Bank of Ethiopia,Google Play,0.807,positive
yase,5,2024-02-12,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Its nice,5,2024-02-12,Commercial Bank of Ethiopia,Google Play,0.4215,positive
It has limitation yet improve,3,2024-02-12,Commercial Bank of Ethiopia,Google Play,0.1779,positive
It just keeps getting worse. You no longer have the frequently sent accounts log which was the best feature of this app.,3,2024-02-12,Commercial Bank of Ethiopia,Google Play,-0.0258,neutral
Worst update ever 👎 👎,1,2024-02-12,Commercial Bank of Ethiopia,Google Play,-0.6249,negative
Wow,5,2024-02-12,Commercial Bank of Ethiopia,Google Play,0.5859,positive
Best,1,2024-02-12,Commercial Bank of Ethiopia,Google Play,0.6369,positive
Still you roll a same problem with the new updates. When we do mobile transfer after we write short Reason and finish it says Error by writing the amount to transfer and your commission. It do the same thing again and again. Finally the person who receive the money got three times...there is no such thing in other private banks. Only the giant Commercial Bank of Ethiopia have this problem always. Why why why ? Is it difficult for you to get solutions ?,1,2024-02-12,Commercial Bank of Ethiopia,Google Play,-0.8976,negative
Good,3,2024-02-12,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Gadisa aduna,4,2024-02-12,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Dear CBE Team Please include the international card balance details in the CBE app.,5,2024-02-12,Commercial Bank of Ethiopia,Google Play,0.5994,positive
Commercial bank of Ethiopia is Our best best bank alwayes found where we go. I love my bank.,5,2024-02-12,Commercial Bank of Ethiopia,Google Play,0.9274,positive
Urgent fix the app is not working,1,2024-02-12,Commercial Bank of Ethiopia,Google Play,0.2023,positive
So 👍😎cooling,5,2024-02-12,Commercial Bank of Ethiopia,Google Play,0.5046,positive
Tinsae Samuel,5,2024-02-12,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Oh,5,2024-02-12,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Merah,1,2024-02-12,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Maybe the only nun crushing banking app in ET??,4,2024-02-12,Commercial Bank of Ethiopia,Google Play,-0.4329,negative
Best👌,5,2024-02-12,Commercial Bank of Ethiopia,Google Play,0.8842,positive
The worest apps specially when you in emergecy. Really annoig app sorry to say this but I have too.,1,2024-02-11,Commercial Bank of Ethiopia,Google Play,-0.0726,negative
What's new in the latest update? Is it an in-app notification that cannot be opened?,3,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Good of good,5,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.7003,positive
Good update 👍👍 Scanning Qr code for receipt and receive money via qr code is good. But please make the CBEBirr app work easly like this it's not working on android version under 8.,5,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.8442,positive
Great,5,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.6249,positive
what the app!!! i really really like this app. the best thing CBE done.,5,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.8461,positive
ok,5,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.296,positive
I love it,5,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.6369,positive
I like it this version,5,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.3612,positive
Excellent Application that's easy for use.,5,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.765,positive
Excellent,4,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.5719,positive
Too fast also make transaction easily and secure but i have question in visa replacement and new,5,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.34,positive
This app make me easy my life,5,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Best Banking system,5,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.6369,positive
Excellent!!,5,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.6467,positive
Good,3,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.4404,positive
I am X employee after retirement I use the bank's digital service. What I experienced on employees assigned their knowledge to handle responsible tasks but thinking not knowing what will underestimate their post but they pretend to take risk where they will fail to handle and reveal inefficient operation. Anyhow the fact to learn modern technology effecting need to dare risks with strict follow system developed with good performance and personality.,5,2024-02-11,Commercial Bank of Ethiopia,Google Play,-0.8381,negative
Amazing service,5,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.5859,positive
Still developing,1,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.0,neutral
"Continuous updates of the app makes it easy, fast, and secure to use. I feel safe and secured to use this app. Thanks CBE🙏",5,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.9153,positive
It gives fast service!,1,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Better and good technology,5,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.7003,positive
5 Star bank good,5,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Proportional,4,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.0,neutral
The new updated version is very satisfaying,5,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.0,neutral
"After updating the latest version, the app is no longer able to synchronize. Urgent fixation needed.",1,2024-02-11,Commercial Bank of Ethiopia,Google Play,-0.1027,negative
"After I installed the app, when I tried to send money before, it would bring me the people I sent, but now this thing is gone, so why is the suggestion left? Other than that, it is a great application that is easy to use and accessible",3,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.8885,positive
Improved performance with the new version.,5,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.4767,positive
Updating isn't working,2,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Fayis Ateyib Asmani,4,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.0,neutral
This app is help as more and more,5,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.4019,positive
አመሰገናለው,5,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Helpful application,5,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.4215,positive
Good,5,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Not working,1,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.0,neutral
After the new update it is not working at all it doesnot sync and all form of transfer is not working,1,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Preferable and No #1 mobile banking appn!!just wow... 🙏,4,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.4912,positive
Nice app,5,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.4215,positive
✌️,5,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.0,neutral
The weirdest bank ever. Weird customer service weird network.....,1,2024-02-11,Commercial Bank of Ethiopia,Google Play,-0.5106,negative
Nice,5,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.4215,positive
Awesome 😎,5,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.7964,positive
Yeroo tokkoo tokkoo app kuni hin hojatu rakkoo qaba.,1,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.0,neutral
I'm good man,5,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.4404,positive
This app makes me upset. When they update the app they are updating bug not the functionality of the system.,1,2024-02-11,Commercial Bank of Ethiopia,Google Play,-0.3818,negative
በጣም ቀፋፊ እና አስጠሊታ ባንክ እና app ነው። ሰው urgent ችግር ቢገጥመው እንዴት ሊሆን ነው ቆይ?,1,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.2023,positive
Well,5,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.2732,positive
Easy way,5,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Nice idea,5,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.4215,positive
"Network error becha nw milw,wede branch mehede alben endatlu becha??",2,2024-02-11,Commercial Bank of Ethiopia,Google Play,-0.4696,negative
Why is the app malfunctioning after the update??? It was just fine before the update...🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔,1,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.327,positive
The app stops working,1,2024-02-11,Commercial Bank of Ethiopia,Google Play,-0.1531,negative
Excellent app,5,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.5719,positive
amazing,5,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.5859,positive
Seeee,5,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Since I updated the app its not working,2,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.0,neutral
This version is not working well the old version works with out any problem. Please make adjustment in thjs version.,1,2024-02-11,Commercial Bank of Ethiopia,Google Play,-0.2991,negative
"To transfer 10br to telebirr you charge 10br, not just for 10 birr, the same for 1 birr too. what a rubbish",1,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Nice up,4,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.4215,positive
"It says ""Network error!"" after update @feb 11, 24",3,2024-02-11,Commercial Bank of Ethiopia,Google Play,-0.4574,negative
❤,5,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.6369,positive
Nice work,5,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.4215,positive
Best app,5,2024-02-11,Commercial Bank of Ethiopia,Google Play,0.6369,positive
It is good,5,2024-02-10,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Okok,5,2024-02-10,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Commercial 🏦 ofEthiopia,1,2024-02-10,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Faster,5,2024-02-10,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Every fill is a chance to rize,5,2024-02-10,Commercial Bank of Ethiopia,Google Play,0.25,positive
The leading bank,5,2024-02-10,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Quick transaction and no delays Sometimes ithasa glitch butost of the time great. And the glitch is out side working hours it said transaction failure while your balance is reduced So if you haven't noticed you repeat the same process and your balance gets reduced every time.,4,2024-02-10,Commercial Bank of Ethiopia,Google Play,-0.1027,negative
Good,5,2024-02-09,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Its ok,1,2024-02-09,Commercial Bank of Ethiopia,Google Play,0.296,positive
CBE is an example of poor service quality.,1,2024-02-09,Commercial Bank of Ethiopia,Google Play,-0.4767,negative
it is more useful we are free from matter due to availability of this app,5,2024-02-09,Commercial Bank of Ethiopia,Google Play,0.7645,positive
Wow Its amazing,5,2024-02-09,Commercial Bank of Ethiopia,Google Play,0.8225,positive
Bast of one,5,2024-02-09,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Good app,5,2024-02-09,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Always there is a problem on your mobile banking service why don't you update your system,1,2024-02-09,Commercial Bank of Ethiopia,Google Play,-0.4019,negative
Smart app I love it 👍,5,2024-02-09,Commercial Bank of Ethiopia,Google Play,0.7845,positive
Very god active app i liked it,4,2024-02-08,Commercial Bank of Ethiopia,Google Play,0.8004,positive
ምድረ ገፋፊ በ እያንዳንዱ transfer ብር የሚግጡ ሌቦች,1,2024-02-08,Commercial Bank of Ethiopia,Google Play,0.0,neutral
The balance history presents absurdly. Make it either from recent to old or from old to present. It is messed up and vague.,1,2024-02-08,Commercial Bank of Ethiopia,Google Play,-0.4215,negative
Good,5,2024-02-08,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Why mb app not download,5,2024-02-08,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Good,4,2024-02-08,Commercial Bank of Ethiopia,Google Play,0.4404,positive
V.good,5,2024-02-08,Commercial Bank of Ethiopia,Google Play,0.0,neutral
CBE,5,2024-02-08,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Easy and safe app,5,2024-02-07,Commercial Bank of Ethiopia,Google Play,0.7003,positive
ከእሁድ ውጪ በጣም ጥሩ ነው።እሁድ እሁድ ግን ከባንኩ ሰራተኞች እኩል አይሰራም። ይሁን እሱንስ ማን አየበት😂,4,2024-02-07,Commercial Bank of Ethiopia,Google Play,0.4404,positive
nice,4,2024-02-07,Commercial Bank of Ethiopia,Google Play,0.4215,positive
Nice app except sometimes the sync is not working!,4,2024-02-07,Commercial Bank of Ethiopia,Google Play,0.4753,positive
Nice,4,2024-02-07,Commercial Bank of Ethiopia,Google Play,0.4215,positive
Loved,5,2024-02-07,Commercial Bank of Ethiopia,Google Play,0.5994,positive
የተረገመ app አይሰራም Guys ወይ ንግድ ባንክ 😓,1,2024-02-07,Commercial Bank of Ethiopia,Google Play,-0.4215,negative
Very goods,5,2024-02-07,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Nice app,5,2024-02-07,Commercial Bank of Ethiopia,Google Play,0.4215,positive
👍👍👍,5,2024-02-07,Commercial Bank of Ethiopia,Google Play,0.0,neutral
I dont think so,3,2024-02-07,Commercial Bank of Ethiopia,Google Play,0.0,neutral
"Bad, it's not working for me since one week",1,2024-02-07,Commercial Bank of Ethiopia,Google Play,-0.5423,negative
Support,5,2024-02-07,Commercial Bank of Ethiopia,Google Play,0.4019,positive
Easy and goood app,5,2024-02-07,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Very poor app ?! What the heck happened in this app ???😭😭,1,2024-02-07,Commercial Bank of Ethiopia,Google Play,-0.8967,negative
Best,5,2024-02-07,Commercial Bank of Ethiopia,Google Play,0.6369,positive
It is not working properly ....!!!!,1,2024-02-07,Commercial Bank of Ethiopia,Google Play,0.0,neutral
It's best👍. But it stops while changing simcard.,5,2024-02-06,Commercial Bank of Ethiopia,Google Play,0.1779,positive
good app thank u,5,2024-02-06,Commercial Bank of Ethiopia,Google Play,0.6597,positive
Wow,3,2024-02-06,Commercial Bank of Ethiopia,Google Play,0.5859,positive
Garidh,3,2024-02-06,Commercial Bank of Ethiopia,Google Play,0.0,neutral
good app and very inspiring,5,2024-02-06,Commercial Bank of Ethiopia,Google Play,0.7178,positive
it is good but sometime not working,5,2024-02-06,Commercial Bank of Ethiopia,Google Play,0.2382,positive
Best,5,2024-02-06,Commercial Bank of Ethiopia,Google Play,0.6369,positive
My 1st choce,5,2024-02-06,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Verification code,5,2024-02-05,Commercial Bank of Ethiopia,Google Play,0.0,neutral
It is so bad to fast buy,1,2024-02-05,Commercial Bank of Ethiopia,Google Play,-0.6696,negative
U'r good but sometimes your network was unstable,5,2024-02-05,Commercial Bank of Ethiopia,Google Play,-0.3182,negative
👏👏👏,5,2024-02-05,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Nice,5,2024-02-05,Commercial Bank of Ethiopia,Google Play,0.4215,positive
CBE,5,2024-02-05,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Sahilu.mihirete,5,2024-02-05,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Very good,5,2024-02-05,Commercial Bank of Ethiopia,Google Play,0.4927,positive
"Nice app but when i forget my password to reset it must be uninstall the existing and add the new one ,so this not good",5,2024-02-05,Commercial Bank of Ethiopia,Google Play,-0.5513,negative
Very good,5,2024-02-04,Commercial Bank of Ethiopia,Google Play,0.4927,positive
"The biggest bank in Ethiopia, still couldn't figure out a simple bank statement and transaction history. ዝፍዝፍ ሁላ",1,2024-02-04,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Best 👌 app,5,2024-02-04,Commercial Bank of Ethiopia,Google Play,0.8842,positive
Best app,5,2024-02-04,Commercial Bank of Ethiopia,Google Play,0.6369,positive
It is great,5,2024-02-04,Commercial Bank of Ethiopia,Google Play,0.6249,positive
Need learn more,2,2024-02-04,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Stupid mind always creat bad app!!,1,2024-02-04,Commercial Bank of Ethiopia,Google Play,-0.8168,negative
Simplify business interesting app,5,2024-02-04,Commercial Bank of Ethiopia,Google Play,0.4019,positive
Arif app new,4,2024-02-04,Commercial Bank of Ethiopia,Google Play,0.0,neutral
To wine,5,2024-02-04,Commercial Bank of Ethiopia,Google Play,0.0,neutral
best,5,2024-02-03,Commercial Bank of Ethiopia,Google Play,0.6369,positive
Nice,5,2024-02-03,Commercial Bank of Ethiopia,Google Play,0.4215,positive
Ameru kedr,5,2024-02-03,Commercial Bank of Ethiopia,Google Play,0.0,neutral
V.good,5,2024-02-03,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Ariff new But its need More comparability,5,2024-02-03,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Great app,4,2024-02-03,Commercial Bank of Ethiopia,Google Play,0.6249,positive
Makes everything easy!,5,2024-02-03,Commercial Bank of Ethiopia,Google Play,0.4926,positive
It make my life easy,5,2024-02-03,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Use for me,5,2024-02-03,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Well done👏,5,2024-02-03,Commercial Bank of Ethiopia,Google Play,0.2732,positive
"Needs urgent fix, account balance os not showing and says none available when trying to send money.Your customer service line is also non functional, they pick up the phone and say nothing.It is unacceptable from such a huge bank.We deserve better after you tax us for sending our own money through your platform.",1,2024-02-03,Commercial Bank of Ethiopia,Google Play,0.4588,positive
"This app history is not showing ordered form of transactions, and also after a sending transaction is made, sms is not being sent",1,2024-02-03,Commercial Bank of Ethiopia,Google Play,0.0,neutral
"It's so convenient, so much improved, you get a message right after you send it.",5,2024-02-03,Commercial Bank of Ethiopia,Google Play,0.5233,positive
I'm CBE costumer for more than ten years And mobile banking almost three years I have to say CBE is the leading app so far,5,2024-02-03,Commercial Bank of Ethiopia,Google Play,0.0,neutral
perfect,5,2024-02-03,Commercial Bank of Ethiopia,Google Play,0.5719,positive
Good,2,2024-02-03,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Very good app,5,2024-02-02,Commercial Bank of Ethiopia,Google Play,0.4927,positive
Fantastic,5,2024-02-02,Commercial Bank of Ethiopia,Google Play,0.5574,positive
Too difficult to sign in.,4,2024-02-02,Commercial Bank of Ethiopia,Google Play,-0.3612,negative
Easy and fast,5,2024-02-02,Commercial Bank of Ethiopia,Google Play,0.4404,positive
the best banking app,5,2024-02-02,Commercial Bank of Ethiopia,Google Play,0.6369,positive
100 % Awesome love it,5,2024-02-02,Commercial Bank of Ethiopia,Google Play,0.8519,positive
የከፍተኛ ከተማአመት,5,2024-02-02,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Very poor app. I had to make 8 transfers of the same amount as the app did confirm success of the first or second or third etc. transfers. I had to pay etb 13 birr 8 times each for service charge.,1,2024-02-02,Commercial Bank of Ethiopia,Google Play,-0.024,neutral
Good,5,2024-02-02,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Good service,5,2024-02-02,Commercial Bank of Ethiopia,Google Play,0.4404,positive
The best bank!!!,5,2024-02-02,Commercial Bank of Ethiopia,Google Play,0.7249,positive
666🇦🇱🇦🇱🇦🇱🇦🇱,4,2024-02-02,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Excellent app.,4,2024-02-02,Commercial Bank of Ethiopia,Google Play,0.5719,positive
Interesting,5,2024-02-02,Commercial Bank of Ethiopia,Google Play,0.4019,positive
good,5,2024-02-02,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Well done,5,2024-02-01,Commercial Bank of Ethiopia,Google Play,0.2732,positive
It has very good function.the challenge with it is : it asks a varification key every time you install even for same device.,3,2024-02-01,Commercial Bank of Ethiopia,Google Play,0.5799,positive
Good,5,2024-02-01,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Very good,4,2024-02-01,Commercial Bank of Ethiopia,Google Play,0.4927,positive
fast and simple,5,2024-01-31,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Easy and simple.,5,2024-01-31,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Best,5,2024-01-31,Commercial Bank of Ethiopia,Google Play,0.6369,positive
Excelent app,5,2024-01-31,Commercial Bank of Ethiopia,Google Play,0.0,neutral
"It's not working, it doesn't display my balance and it doesn't send or recieve any money",1,2024-01-31,Commercial Bank of Ethiopia,Google Play,0.0,neutral
It is nice app,5,2024-01-31,Commercial Bank of Ethiopia,Google Play,0.4215,positive
አፑ ምንም አይነት አፕዴት አልቀበል ብሎኝ የተወሰነ ምርጫዎች የሉትም። ለምሳሌ own telebirr....* የሚለው ምርጫ ባዶ ነው,1,2024-01-31,Commercial Bank of Ethiopia,Google Play,0.0,neutral
"Dark mode ❌, why? 🧐",2,2024-01-30,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Urgent fix required for the app!,1,2024-01-30,Commercial Bank of Ethiopia,Google Play,0.2714,positive
Very good,5,2024-01-30,Commercial Bank of Ethiopia,Google Play,0.4927,positive
Am very satisfied by your apply,5,2024-01-30,Commercial Bank of Ethiopia,Google Play,0.4754,positive
Especially important,1,2024-01-29,Commercial Bank of Ethiopia,Google Play,0.2716,positive
I like it thanks,4,2024-01-29,Commercial Bank of Ethiopia,Google Play,0.6597,positive
"It is good app for me ,easy to use i prefare it.",5,2024-01-29,Commercial Bank of Ethiopia,Google Play,0.7003,positive
Nice,5,2024-01-29,Commercial Bank of Ethiopia,Google Play,0.4215,positive
Abreham tsgaye,3,2024-01-29,Commercial Bank of Ethiopia,Google Play,0.0,neutral
It takes 10 birr when you send monet to telebirr. No matter how much the amont is.,1,2024-01-29,Commercial Bank of Ethiopia,Google Play,-0.0191,neutral
Very nice app.....tnx cbe,1,2024-01-29,Commercial Bank of Ethiopia,Google Play,0.4754,positive
"A spectacular app, cutting-edge technology, thanks for your service.",5,2024-01-29,Commercial Bank of Ethiopia,Google Play,0.4404,positive
It perfect and good app for me,5,2024-01-28,Commercial Bank of Ethiopia,Google Play,0.765,positive
Good,5,2024-01-28,Commercial Bank of Ethiopia,Google Play,0.4404,positive
The best online service anywhere in the world working very fast Zero problem thanks CBE!!,5,2024-01-27,Commercial Bank of Ethiopia,Google Play,0.6927,positive
Is the best,5,2024-01-27,Commercial Bank of Ethiopia,Google Play,0.6369,positive
It's nice and favorable,5,2024-01-27,Commercial Bank of Ethiopia,Google Play,0.7096,positive
Shall we stop using the mobile banking app.what is your intention with putting 10 birr charge on every transaction. How can u manage on charging 10 birr on 5 birr transaction it's not fair. Upgrade your inconsiderate system.,1,2024-01-27,Commercial Bank of Ethiopia,Google Play,-0.7237,negative
Use it,5,2024-01-27,Commercial Bank of Ethiopia,Google Play,0.0,neutral
"It is a good app. But it is better to add the following features in the next version, 1) Add ATM withdrawal option 2) Password reset option 4) Finger print option 3) E-receipt",4,2024-01-26,Commercial Bank of Ethiopia,Google Play,0.714,positive
Best application that make community life easy,5,2024-01-26,Commercial Bank of Ethiopia,Google Play,0.7964,positive
Cool,5,2024-01-26,Commercial Bank of Ethiopia,Google Play,0.3182,positive
Why this app was miss some transuctions,5,2024-01-26,Commercial Bank of Ethiopia,Google Play,-0.1531,negative
Good,1,2024-01-26,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Woow,5,2024-01-25,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Yes it is what I need Thnks,5,2024-01-25,Commercial Bank of Ethiopia,Google Play,0.4019,positive
For the last two weeks the app is not working. Please address the issue as quickly as possible. Urgent action is needed!!,1,2024-01-25,Commercial Bank of Ethiopia,Google Play,-0.1891,negative
በጣም ፈጣን ነው የበለጠ አሻሽሉት,5,2024-01-25,Commercial Bank of Ethiopia,Google Play,0.0,neutral
cbe,5,2024-01-25,Commercial Bank of Ethiopia,Google Play,0.0,neutral
