review_text,rating,date,bank_name,source
easy and fast 10q,5,2023-10-09,Commercial Bank of Ethiopia,Google Play
Very very Good,5,2023-10-09,Commercial Bank of Ethiopia,Google Play
Wander full,5,2023-10-09,Commercial Bank of Ethiopia,Google Play
Good,3,2023-10-09,Commercial Bank of Ethiopia,Google Play
connection not good,4,2023-10-09,Commercial Bank of Ethiopia,Google Play
Really Best Mobile Bank,5,2023-10-08,Commercial Bank of Ethiopia,Google Play
"The best app,I loved it.",5,2023-10-08,Commercial Bank of Ethiopia,Google Play
Excellent,5,2023-10-07,Commercial Bank of Ethiopia,Google Play
It's really nice 👍,5,2023-10-07,Commercial Bank of Ethiopia,Google Play
😍,5,2023-10-07,Commercial Bank of Ethiopia,Google Play
The best app,5,2023-10-07,Commercial Bank of Ethiopia,Google Play
Good to pay,5,2023-10-06,Commercial Bank of Ethiopia,Google Play
Tax & treasury accountant,5,2023-10-06,Commercial Bank of Ethiopia,Google Play
Some what good app,3,2023-10-06,Commercial Bank of Ethiopia,Google Play
update ይደረግ መጀመሪያ የተሞሉ እና አሁን የሚሞሉ Mobile banking ልዩነት አላቸው ይህ ቢስተካከል ጥሩ ነው በተረፈ👍,5,2023-10-06,Commercial Bank of Ethiopia,Google Play
Greater,5,2023-10-06,Commercial Bank of Ethiopia,Google Play
wow,5,2023-10-06,Commercial Bank of Ethiopia,Google Play
"It's the best beginning, as CBE is back-bone of our economy, it needs more accessibility with security. So, it will be better when biometric screening system installed to this app to advance the security.",4,2023-10-05,Commercial Bank of Ethiopia,Google Play
Why not support stong psaawod,5,2023-10-05,Commercial Bank of Ethiopia,Google Play
it's a great app but if you can add more authentication methods like finger print and face id it will be very nice.,5,2023-10-05,Commercial Bank of Ethiopia,Google Play
It says none avaliable and stopped,1,2023-10-04,Commercial Bank of Ethiopia,Google Play
Best of all time,5,2023-10-04,Commercial Bank of Ethiopia,Google Play
Its very nice app,5,2023-10-03,Commercial Bank of Ethiopia,Google Play
Beast app,5,2023-10-03,Commercial Bank of Ethiopia,Google Play
ለአጠቃቀም እጅግ በጣም ቀላል ተደርጎ ስለ ተዘጋጀ ከልብ እያመሰገንኩኝ የምስጢር ቁጥሩ(password ) ከ ጣትአሻራ(fingerprint) ጋር የተያያዘ ተደርጎ ቢሰራ የተሸለ ይሆናል,5,2023-10-03,Commercial Bank of Ethiopia,Google Play
Good,5,2023-10-02,Commercial Bank of Ethiopia,Google Play
It is disappointing that You can not set it up yourself unless you visit a branch.,1,2023-10-02,Commercial Bank of Ethiopia,Google Play
"Wherever you are, CBE is there for you! Excellent job, keep it up!",5,2023-10-01,Commercial Bank of Ethiopia,Google Play
best bank,5,2023-10-01,Commercial Bank of Ethiopia,Google Play
Nice app &simple to use but still it needs some improvement,5,2023-09-30,Commercial Bank of Ethiopia,Google Play
Nice application Good job for commercial bank of ethiopia,5,2023-09-30,Commercial Bank of Ethiopia,Google Play
"It's a fast and responsive app. But for those of us who want detailed transaction info, and statement going back a long time, it's lacking.",4,2023-09-30,Commercial Bank of Ethiopia,Google Play
"It is good app ,except that it only shows recent transactions.It need further improvements to include such features & other genuine prevention on security breach.",5,2023-09-29,Commercial Bank of Ethiopia,Google Play
የአንድ ዓመት,5,2023-09-29,Commercial Bank of Ethiopia,Google Play
"After I update latest app I can't use any feature on it. I can't see my amount, I can't transfer and all services are not working",2,2023-09-29,Commercial Bank of Ethiopia,Google Play
nice,4,2023-09-29,Commercial Bank of Ethiopia,Google Play
Because miserable,1,2023-09-29,Commercial Bank of Ethiopia,Google Play
This application is very important very smart,5,2023-09-29,Commercial Bank of Ethiopia,Google Play
My Favorite Bank❤,5,2023-09-28,Commercial Bank of Ethiopia,Google Play
It's very nice app,4,2023-09-27,Commercial Bank of Ethiopia,Google Play
nice,3,2023-09-26,Commercial Bank of Ethiopia,Google Play
Commercial Bank of,2,2023-09-26,Commercial Bank of Ethiopia,Google Play
I like this application very,5,2023-09-26,Commercial Bank of Ethiopia,Google Play
Excellent,5,2023-09-26,Commercial Bank of Ethiopia,Google Play
Usefull app,5,2023-09-26,Commercial Bank of Ethiopia,Google Play
A/ S,5,2023-09-26,Commercial Bank of Ethiopia,Google Play
How To use again,1,2023-09-26,Commercial Bank of Ethiopia,Google Play
"Eventhough its a good app in many things,the main problem I faced from this app:It does not have an option or afeature that gives u achance to transfer money from the account to another telebirr wallet as other banks do.rather it says:transfer to your own telebirr wallet..why only to own telebirr wallet?",1,2023-09-26,Commercial Bank of Ethiopia,Google Play
Haalan garii,5,2023-09-24,Commercial Bank of Ethiopia,Google Play
This is a good app,4,2023-09-24,Commercial Bank of Ethiopia,Google Play
It is good but you can upgrade more,4,2023-09-24,Commercial Bank of Ethiopia,Google Play
"It used to be awosome but since yesterday I can't use the app. It will accept my password and say ""syce finished"" but it does not allow me to access any service.",5,2023-09-23,Commercial Bank of Ethiopia,Google Play
Ok,5,2023-09-23,Commercial Bank of Ethiopia,Google Play
What an awful app... Doesn't tell you it charges you for transferring money to another bank.. useless... Hard to use and glitches. Barely works,1,2023-09-23,Commercial Bank of Ethiopia,Google Play
Commercial ba,5,2023-09-22,Commercial Bank of Ethiopia,Google Play
The best,5,2023-09-22,Commercial Bank of Ethiopia,Google Play
Easy but lagging all the time,3,2023-09-22,Commercial Bank of Ethiopia,Google Play
Very good application. I can see my balance and many more. Thanks,5,2023-09-22,Commercial Bank of Ethiopia,Google Play
I like this app it's very convenient to use.,4,2023-09-21,Commercial Bank of Ethiopia,Google Play
V. Good app.,5,2023-09-21,Commercial Bank of Ethiopia,Google Play
nice...,3,2023-09-21,Commercial Bank of Ethiopia,Google Play
I can't see my bank activity for different months when I open the app. Only most recent,2,2023-09-21,Commercial Bank of Ethiopia,Google Play
"I don't have any word to describe this cbe app i really love it,just it's important thank u",5,2023-09-21,Commercial Bank of Ethiopia,Google Play
Good,5,2023-09-21,Commercial Bank of Ethiopia,Google Play
Ĥi,5,2023-09-20,Commercial Bank of Ethiopia,Google Play
"Really I like this app because it makes me a user to get service easily, moreover it saves the time for customers. Thank you CBE!.",5,2023-09-20,Commercial Bank of Ethiopia,Google Play
Great app.,5,2023-09-20,Commercial Bank of Ethiopia,Google Play
Awesome update,5,2023-09-20,Commercial Bank of Ethiopia,Google Play
Some time it works good and Some time it doesn't work at all,1,2023-09-20,Commercial Bank of Ethiopia,Google Play
What a helpful and latest app!,5,2023-09-19,Commercial Bank of Ethiopia,Google Play
Best app,5,2023-09-19,Commercial Bank of Ethiopia,Google Play
After the latest update the app and the USSD code stops functioning please release a new update to fix the issue,1,2023-09-19,Commercial Bank of Ethiopia,Google Play
nice,5,2023-09-19,Commercial Bank of Ethiopia,Google Play
ቫሪፋይ ለማድረግ የግድ ወደ ቅርንጫ መሄድ ብዙ አስላጊ አይደለም ግን የተሻለ ደህንነት አለው የምትሉትን ሲስተም ብትጠቀሙ እና ሰውን ከእንግልት ብታድኑ እላለሁ በተረፈ አሪፍ ነው,4,2023-09-18,Commercial Bank of Ethiopia,Google Play
Time consuming,5,2023-09-18,Commercial Bank of Ethiopia,Google Play
boom,5,2023-09-18,Commercial Bank of Ethiopia,Google Play
"This app is good, but sometimes, it doesn't show you the bank statement very well",5,2023-09-17,Commercial Bank of Ethiopia,Google Play
I can't show me even my account,1,2023-09-16,Commercial Bank of Ethiopia,Google Play
Intersting and real app,5,2023-09-16,Commercial Bank of Ethiopia,Google Play
Best app,5,2023-09-16,Commercial Bank of Ethiopia,Google Play
This app is more easyer and faster than other bank app. Am always satisfied wiht the app.,5,2023-09-16,Commercial Bank of Ethiopia,Google Play
"Accounts only displays the first 14 transactions; it would be preferable if we could see all transactions, especially if we could search by transaction number.",4,2023-09-16,Commercial Bank of Ethiopia,Google Play
Best Experiancess.,5,2023-09-16,Commercial Bank of Ethiopia,Google Play
Letsused,5,2023-09-15,Commercial Bank of Ethiopia,Google Play
Nice app!,5,2023-09-15,Commercial Bank of Ethiopia,Google Play
Great App Tnxs CBE,5,2023-09-15,Commercial Bank of Ethiopia,Google Play
Very nice app,5,2023-09-15,Commercial Bank of Ethiopia,Google Play
Nice,5,2023-09-15,Commercial Bank of Ethiopia,Google Play
NOTELEBIR,5,2023-09-15,Commercial Bank of Ethiopia,Google Play
Can you guys please add the mini bank statement please please please,5,2023-09-15,Commercial Bank of Ethiopia,Google Play
Verygood service.,5,2023-09-15,Commercial Bank of Ethiopia,Google Play
i like it,5,2023-09-14,Commercial Bank of Ethiopia,Google Play
Fantastic,5,2023-09-14,Commercial Bank of Ethiopia,Google Play
"Download it And used it , it's Used full app",5,2023-09-14,Commercial Bank of Ethiopia,Google Play
Does not work i can not update,1,2023-09-13,Commercial Bank of Ethiopia,Google Play
Very good,5,2023-09-13,Commercial Bank of Ethiopia,Google Play
Good,5,2023-09-13,Commercial Bank of Ethiopia,Google Play
"After the update the app is not functioning , we expected to make physical involvement to decrease but not,work on that to make the system reliable.",1,2023-09-13,Commercial Bank of Ethiopia,Google Play
አጋዥ ፣ፈጣን ነው።,5,2023-09-13,Commercial Bank of Ethiopia,Google Play
Most of the time response time using msg is to slow many of wrongly transfer more than ones. I wish it is instant.,4,2023-09-13,Commercial Bank of Ethiopia,Google Play
Best App,5,2023-09-12,Commercial Bank of Ethiopia,Google Play
Good way to pay,4,2023-09-12,Commercial Bank of Ethiopia,Google Play
Gaaridha Kanarra fooyyessaa,5,2023-09-11,Commercial Bank of Ethiopia,Google Play
It is good useful app thank you,5,2023-09-11,Commercial Bank of Ethiopia,Google Play
Cbe mobile banking ussd didn't work fast if you need an emergency in nomads you didn't send any one even if you need to send in your home(urbun) with using ussd is so equal,1,2023-09-11,Commercial Bank of Ethiopia,Google Play
Fast,5,2023-09-11,Commercial Bank of Ethiopia,Google Play
Perfect,5,2023-09-11,Commercial Bank of Ethiopia,Google Play
"I really love this app,it is amazing. It is more flexible than any other banks app. The only and main problem that I encountered with this app is,if it is uninstalled from this devices, I have to go to the bank and mostly the specific barank the account is opened to reconfigur again. This is very unpractical in most cases,since people are traveling and very busy in their day to day activities. Kindly consider to change this option.",5,2023-09-11,Commercial Bank of Ethiopia,Google Play
Every time the network doesn't work the network is no good Network need Improvement.,1,2023-09-11,Commercial Bank of Ethiopia,Google Play
Its best app but not fastest and more time this not functional For me,5,2023-09-11,Commercial Bank of Ethiopia,Google Play
Very important,5,2023-09-10,Commercial Bank of Ethiopia,Google Play
በጣም ጥሩ app new,5,2023-09-10,Commercial Bank of Ethiopia,Google Play
This app is the best,5,2023-09-10,Commercial Bank of Ethiopia,Google Play
Ok,5,2023-09-10,Commercial Bank of Ethiopia,Google Play
ቶሎ ቶሎ ገንዘብ በናወታበትም ለመላክ በጣም ጥሩ ነው,5,2023-09-10,Commercial Bank of Ethiopia,Google Play
He,4,2023-09-10,Commercial Bank of Ethiopia,Google Play
Good,5,2023-09-09,Commercial Bank of Ethiopia,Google Play
This application works effectively!,5,2023-09-09,Commercial Bank of Ethiopia,Google Play
It's very incredible application good job,5,2023-09-09,Commercial Bank of Ethiopia,Google Play
Just wish it has a dark mode.,4,2023-09-09,Commercial Bank of Ethiopia,Google Play
"best, simple, efficient ...... 👏👏👏👏👏👏",5,2023-09-09,Commercial Bank of Ethiopia,Google Play
The last update was useless,1,2023-09-09,Commercial Bank of Ethiopia,Google Play
The most horrible app,1,2023-09-09,Commercial Bank of Ethiopia,Google Play
This App make's my life easier. thank you!!!,5,2023-09-09,Commercial Bank of Ethiopia,Google Play
The best app,5,2023-09-09,Commercial Bank of Ethiopia,Google Play
Best app ever!,5,2023-09-09,Commercial Bank of Ethiopia,Google Play
Nice app,5,2023-09-09,Commercial Bank of Ethiopia,Google Play
App. With a good performance,4,2023-09-09,Commercial Bank of Ethiopia,Google Play
Ok,1,2023-09-09,Commercial Bank of Ethiopia,Google Play
Nice,5,2023-09-09,Commercial Bank of Ethiopia,Google Play
Is good,5,2023-09-09,Commercial Bank of Ethiopia,Google Play
Its Good!!,5,2023-09-09,Commercial Bank of Ethiopia,Google Play
Easy and fast,5,2023-09-08,Commercial Bank of Ethiopia,Google Play
Nice,5,2023-09-08,Commercial Bank of Ethiopia,Google Play
please Show us more transaction history,2,2023-09-08,Commercial Bank of Ethiopia,Google Play
Best ever app I love it,5,2023-09-08,Commercial Bank of Ethiopia,Google Play
It doesn't show your bank information anymore.,2,2023-09-08,Commercial Bank of Ethiopia,Google Play
N0t avelebil,5,2023-09-08,Commercial Bank of Ethiopia,Google Play
Good,5,2023-09-08,Commercial Bank of Ethiopia,Google Play
It is so easy to use nice app,5,2023-09-07,Commercial Bank of Ethiopia,Google Play
It doesn't work on my phone it says your device is rooted you can't use it Please tell me What should i do,1,2023-09-07,Commercial Bank of Ethiopia,Google Play
Please roll back the update. Everything stops working after recent update,1,2023-09-07,Commercial Bank of Ethiopia,Google Play
"Better mobile banking app than other local banks, it pay a lot of utilities",5,2023-09-07,Commercial Bank of Ethiopia,Google Play
Good app,5,2023-09-07,Commercial Bank of Ethiopia,Google Play
I like this app,5,2023-09-07,Commercial Bank of Ethiopia,Google Play
It is perfect it helps me more ......,5,2023-09-07,Commercial Bank of Ethiopia,Google Play
Its fine between Cbe to cbe and telebirr.,4,2023-09-06,Commercial Bank of Ethiopia,Google Play
App Betam tiru new neger gin lemin hisab meteyekiya yelewum,5,2023-09-06,Commercial Bank of Ethiopia,Google Play
Best app,5,2023-09-06,Commercial Bank of Ethiopia,Google Play
"Since Yesterday New Update, It doesn't show my amount and doesn't task anything at all ! I hope to fix this issues sooner than later!",1,2023-09-06,Commercial Bank of Ethiopia,Google Play
It's okay,4,2023-09-06,Commercial Bank of Ethiopia,Google Play
Its good digital fainanc,5,2023-09-06,Commercial Bank of Ethiopia,Google Play
ALWAYS GOOD,4,2023-09-06,Commercial Bank of Ethiopia,Google Play
excellent app,5,2023-09-06,Commercial Bank of Ethiopia,Google Play
It is most popular app in our company,5,2023-09-06,Commercial Bank of Ethiopia,Google Play
Its wonderful app but there something to be correct CBEbirr and other CBE apps need to be integrated in one app.,5,2023-09-06,Commercial Bank of Ethiopia,Google Play
👌 nice,5,2023-09-06,Commercial Bank of Ethiopia,Google Play
ጥሩ,5,2023-09-06,Commercial Bank of Ethiopia,Google Play
"Easy, fast and friendly.",5,2023-09-06,Commercial Bank of Ethiopia,Google Play
Ver bad app.የአገልግሎት ጊዜ ሳያበቃ መስራት አቆመብኝ.,1,2023-09-06,Commercial Bank of Ethiopia,Google Play
Print it on apps,5,2023-09-06,Commercial Bank of Ethiopia,Google Play
Good job,1,2023-09-05,Commercial Bank of Ethiopia,Google Play
The application used to work just fine a few month's before however recently it is not wornking properly and dosen't show any recent transaction.,3,2023-09-05,Commercial Bank of Ethiopia,Google Play
The new update has a gleach and is none responsive.,1,2023-09-05,Commercial Bank of Ethiopia,Google Play
The best app of CBE which i prefer,5,2023-09-05,Commercial Bank of Ethiopia,Google Play
It's amazing application,5,2023-09-05,Commercial Bank of Ethiopia,Google Play
Good,5,2023-09-05,Commercial Bank of Ethiopia,Google Play
❤🙏❤,5,2023-09-05,Commercial Bank of Ethiopia,Google Play
Good Experience,4,2023-09-05,Commercial Bank of Ethiopia,Google Play
I will use this app,5,2023-09-05,Commercial Bank of Ethiopia,Google Play
number one,5,2023-09-05,Commercial Bank of Ethiopia,Google Play
Very useful.,5,2023-09-05,Commercial Bank of Ethiopia,Google Play
Easy and secured,5,2023-09-05,Commercial Bank of Ethiopia,Google Play
Best,5,2023-09-05,Commercial Bank of Ethiopia,Google Play
"As CBE is the main commercial bank in the country, we expect more on the development of the app regarding login security . Finger print login option should include on the next update release. Because most people have smart phones on this day.",3,2023-09-05,Commercial Bank of Ethiopia,Google Play
I like this version,5,2023-09-05,Commercial Bank of Ethiopia,Google Play
CBE mobile banking is unique which is I always prefer every where !!,5,2023-09-04,Commercial Bank of Ethiopia,Google Play
not bad except illogicality of persenel.,2,2023-09-04,Commercial Bank of Ethiopia,Google Play
Mayza Yido,5,2023-09-04,Commercial Bank of Ethiopia,Google Play
anigaa leh,5,2023-09-04,Commercial Bank of Ethiopia,Google Play
"In fact, it's a good app to make our daily life easier! However, I have encountered several times issues with this app. 1. It's not always working with network error, even though the network is good on my phone. 2. It happened to me several times that when I transfer money to someone's account, I doubled the transfer! Or in another word, my money sent two times. If I wanted to send 10,000, I found that sent 20,000 because of the APP error. I hope this will be fixed soon.",1,2023-09-04,Commercial Bank of Ethiopia,Google Play
Good and excellent service application,5,2023-09-04,Commercial Bank of Ethiopia,Google Play
Best service and better than other bank.,5,2023-09-03,Commercial Bank of Ethiopia,Google Play
This app is a good app. The best mobile banking app. It is easy and convenient to use. So I gave it 5 stars.,5,2023-09-03,Commercial Bank of Ethiopia,Google Play
Wow,5,2023-09-03,Commercial Bank of Ethiopia,Google Play
I can't access my recent transaction history,1,2023-09-02,Commercial Bank of Ethiopia,Google Play
Good appp,3,2023-09-02,Commercial Bank of Ethiopia,Google Play
በጣም አሪፍ አፕ ነው!!😘😘,5,2023-09-02,Commercial Bank of Ethiopia,Google Play
Actve,1,2023-09-02,Commercial Bank of Ethiopia,Google Play
It's bad,1,2023-09-02,Commercial Bank of Ethiopia,Google Play
Amazing,5,2023-09-01,Commercial Bank of Ethiopia,Google Play
not worked,1,2023-09-01,Commercial Bank of Ethiopia,Google Play
The worst app to ever exist,1,2023-09-01,Commercial Bank of Ethiopia,Google Play
At the biggning the app was normal and very handy. Now It's so slow and i can't even load my transactions properly. Not only the app all your customer services are declining so it's better to correct what you have done wrong. Thanks!,1,2023-09-01,Commercial Bank of Ethiopia,Google Play
Mahamd muussaa uruu wadaay Asabot,5,2023-09-01,Commercial Bank of Ethiopia,Google Play
ዋው ነው,5,2023-08-31,Commercial Bank of Ethiopia,Google Play
Very good App,5,2023-08-31,Commercial Bank of Ethiopia,Google Play
The network,4,2023-08-31,Commercial Bank of Ethiopia,Google Play
required.trasfer many,2,2023-08-30,Commercial Bank of Ethiopia,Google Play
Best,5,2023-08-30,Commercial Bank of Ethiopia,Google Play
"Easy and fast, timable",5,2023-08-30,Commercial Bank of Ethiopia,Google Play
I like it,5,2023-08-30,Commercial Bank of Ethiopia,Google Play
Wow,5,2023-08-30,Commercial Bank of Ethiopia,Google Play
Best Appi forever ♾️,5,2023-08-29,Commercial Bank of Ethiopia,Google Play
Thank you batam innamasagginalen,5,2023-08-29,Commercial Bank of Ethiopia,Google Play
Very interested in,5,2023-08-29,Commercial Bank of Ethiopia,Google Play
Wo,5,2023-08-29,Commercial Bank of Ethiopia,Google Play
Excellent application appreciated!!!!,5,2023-08-28,Commercial Bank of Ethiopia,Google Play
I like it and that is exceptional,4,2023-08-28,Commercial Bank of Ethiopia,Google Play
Very very slow app i have no idea,3,2023-08-28,Commercial Bank of Ethiopia,Google Play
Waw,5,2023-08-28,Commercial Bank of Ethiopia,Google Play
Tanks it's very good and useful,5,2023-08-27,Commercial Bank of Ethiopia,Google Play
"When your app is convenient for us blind people, why are the bank employees advising us that we can't do it? Please do some conscious work and at least help your employees not to be under the machine.",5,2023-08-27,Commercial Bank of Ethiopia,Google Play
An able to use it since January. Thanks,1,2023-08-27,Commercial Bank of Ethiopia,Google Play
"The worst Banking app in Ethiopia, I'm transferring money twice what's the fuxk? Even you will not get back the double payment if you tell the bank",1,2023-08-27,Commercial Bank of Ethiopia,Google Play
The fact that i have to go to bank and fill out a form everytime i need to login on a new device is crazy,1,2023-08-26,Commercial Bank of Ethiopia,Google Play
Late,2,2023-08-26,Commercial Bank of Ethiopia,Google Play
Nice app,5,2023-08-26,Commercial Bank of Ethiopia,Google Play
Beautiful app,5,2023-08-25,Commercial Bank of Ethiopia,Google Play
Giod,4,2023-08-25,Commercial Bank of Ethiopia,Google Play
CBE,5,2023-08-24,Commercial Bank of Ethiopia,Google Play
CBE we always relay on it,5,2023-08-24,Commercial Bank of Ethiopia,Google Play
Very nice app,5,2023-08-24,Commercial Bank of Ethiopia,Google Play
It cannot activated online without going branch.,2,2023-08-24,Commercial Bank of Ethiopia,Google Play
Good,1,2023-08-24,Commercial Bank of Ethiopia,Google Play
I'm very happy I get this service,5,2023-08-24,Commercial Bank of Ethiopia,Google Play
New,5,2023-08-24,Commercial Bank of Ethiopia,Google Play
I like this app,5,2023-08-23,Commercial Bank of Ethiopia,Google Play
Good,5,2023-08-23,Commercial Bank of Ethiopia,Google Play
Don't work properly!,1,2023-08-23,Commercial Bank of Ethiopia,Google Play
Cbe is the worest bank in Ethiopia..period!,1,2023-08-23,Commercial Bank of Ethiopia,Google Play
"Others services remain good.But Some Futures, like finance is not found in this app.so what might be the reason?",5,2023-08-23,Commercial Bank of Ethiopia,Google Play
The best mobile app in Ethiopia,5,2023-08-23,Commercial Bank of Ethiopia,Google Play
Best,5,2023-08-23,Commercial Bank of Ethiopia,Google Play
It's the simplest way money transaction,5,2023-08-23,Commercial Bank of Ethiopia,Google Play
Góod and easy app,3,2023-08-23,Commercial Bank of Ethiopia,Google Play
Good app,5,2023-08-23,Commercial Bank of Ethiopia,Google Play
Thank you for this app,5,2023-08-23,Commercial Bank of Ethiopia,Google Play
gerat Appp,5,2023-08-22,Commercial Bank of Ethiopia,Google Play
Effective services app,1,2023-08-21,Commercial Bank of Ethiopia,Google Play
Not bad,5,2023-08-21,Commercial Bank of Ethiopia,Google Play
Not bad,5,2023-08-20,Commercial Bank of Ethiopia,Google Play
It's good,5,2023-08-20,Commercial Bank of Ethiopia,Google Play
Unable to update,2,2023-08-20,Commercial Bank of Ethiopia,Google Play
አባይኔ፣ኡራግያ,5,2023-08-18,Commercial Bank of Ethiopia,Google Play
Good in all,5,2023-08-18,Commercial Bank of Ethiopia,Google Play
Best app,5,2023-08-18,Commercial Bank of Ethiopia,Google Play
The best 👌,5,2023-08-18,Commercial Bank of Ethiopia,Google Play
It is very simple app to use&fast,5,2023-08-18,Commercial Bank of Ethiopia,Google Play
Too slow,1,2023-08-16,Commercial Bank of Ethiopia,Google Play
It is the amazing app,5,2023-08-16,Commercial Bank of Ethiopia,Google Play
Nice app,1,2023-08-16,Commercial Bank of Ethiopia,Google Play
good,5,2023-08-16,Commercial Bank of Ethiopia,Google Play
መመርመር,5,2023-08-15,Commercial Bank of Ethiopia,Google Play
Nice app ever,4,2023-08-15,Commercial Bank of Ethiopia,Google Play
Amazing app,5,2023-08-15,Commercial Bank of Ethiopia,Google Play
The best app,5,2023-08-14,Commercial Bank of Ethiopia,Google Play
I excuted an order just once but this app has doubled it on it's own on my last order.With that I had to pay extra 100OETB unnecessarily. A bit of annoying 🙄,1,2023-08-14,Commercial Bank of Ethiopia,Google Play
"ለCBE developing crue ማስተላለፍ የምፈልገው መልክት app'አችሁ ጥሩ ሆኖ ሳለ ለምንድነው ሁሉንም አገልግሎት በአንድ app merge የማታረጉት. እዚጋ cbe birr ale ሌላ ደሞ አዲሱ CBE merchant app አለ ነዳጅ app አለ እያለ ሌላም 7+ app በCBE ስር አለ... አሁን ሰው cbe birr መጠቀም ቢፈልግ ግዴታ ወደ cbe birr ብር አስገብቶ ወይም ወደ merchant app አስገብቶ ምናምን ነው...ይሄ ሁላ ቀርቶ የናንተ best የሆነ app አላችሁ CBE Mobile banking app..Which is one of the best app in Ethiopia...It's easy, the UI is very nice...ግን ገንዘቡ ከአንዱ ወደ አንዱ ከማስተላለፍ ሁሉንም አገልግሎቶች ወደ አንድ merge ተደረገው ብናይ ወደ mobile banking app ጥሩ ነው::",4,2023-08-13,Commercial Bank of Ethiopia,Google Play
ኘነኘ ጀዘጀጨ,3,2023-08-13,Commercial Bank of Ethiopia,Google Play
Good app,5,2023-08-12,Commercial Bank of Ethiopia,Google Play
best appp,5,2023-08-12,Commercial Bank of Ethiopia,Google Play
የሲስተም ችግር በብዛት ይታያል። Its becoming unreliable payment system,3,2023-08-12,Commercial Bank of Ethiopia,Google Play
Very good app and user friendly,4,2023-08-12,Commercial Bank of Ethiopia,Google Play
this app is very good,5,2023-08-11,Commercial Bank of Ethiopia,Google Play
"With each update the app is getting slower and slower, specially when requesting transaction history. And I wish the logging process could be done easily. When someone changes a phone, it makes it mandatory to consult the branch and that makes it not to be self assisted. Hope you could fix it. Please add an option of transferring to other TeleBirr numbers other than the ""Own telebirr"" option. It id very limiting now a days",4,2023-08-11,Commercial Bank of Ethiopia,Google Play
Unfunctional,1,2023-08-10,Commercial Bank of Ethiopia,Google Play
Why cant i see my bank statements.or past tramsactions beyond a few.,3,2023-08-10,Commercial Bank of Ethiopia,Google Play
Best,3,2023-08-10,Commercial Bank of Ethiopia,Google Play
Ok im using ? Thise app how can i get online payment?,5,2023-08-09,Commercial Bank of Ethiopia,Google Play
It is very easy to use rather than the ussd,5,2023-08-08,Commercial Bank of Ethiopia,Google Play
Exceptional app for Ethiopia,5,2023-08-08,Commercial Bank of Ethiopia,Google Play
It's very nice,5,2023-08-08,Commercial Bank of Ethiopia,Google Play
Thus app is so easy and very importance to us,5,2023-08-08,Commercial Bank of Ethiopia,Google Play
Water bill only on Addis ababa,4,2023-08-08,Commercial Bank of Ethiopia,Google Play
It's very nice,5,2023-08-07,Commercial Bank of Ethiopia,Google Play
Thanks very much,5,2023-08-07,Commercial Bank of Ethiopia,Google Play
"I like the app because it is fast for transaction. But still you have to work on it like user full name, bank statement pdf pin at the end of the app. You have to add that features on it. Thank you.",3,2023-08-06,Commercial Bank of Ethiopia,Google Play
100% Made My Life Easier,5,2023-08-06,Commercial Bank of Ethiopia,Google Play
It's the best app fast and clear service good job,4,2023-08-06,Commercial Bank of Ethiopia,Google Play
hulem yemntemamenbet bank 😆😂😂,1,2023-08-05,Commercial Bank of Ethiopia,Google Play
Very easy to use and fast,5,2023-08-05,Commercial Bank of Ethiopia,Google Play
It is nis,5,2023-08-04,Commercial Bank of Ethiopia,Google Play
"I've been using this app for quite some time now and recently I've been seeing some unusual bugs, like saying error repository report, not syncing when I transfer to another account but then when I try it again, sent complete but has sent to that account twice... deducted twice...this needs to fixed ASAP...",2,2023-08-03,Commercial Bank of Ethiopia,Google Play
One of best bank applcation in ethiopia so far,5,2023-08-03,Commercial Bank of Ethiopia,Google Play
Best app,5,2023-08-03,Commercial Bank of Ethiopia,Google Play
The best all times,5,2023-08-02,Commercial Bank of Ethiopia,Google Play
really it's good app🥰🥰🥰,5,2023-08-02,Commercial Bank of Ethiopia,Google Play
The app never opens in Android,1,2023-08-02,Commercial Bank of Ethiopia,Google Play
Fantastic system but frontline staff need customer service training.,4,2023-08-02,Commercial Bank of Ethiopia,Google Play
So fast,5,2023-08-01,Commercial Bank of Ethiopia,Google Play
"Although it is a great, quick, and simple tool to use for a variety of financial transaction purposes, an upgrade of biometrics and a six-digit pin code option should be introduced for increased security. More importantly, it would be great if it could provide an online cash receipt voucher for printout.",4,2023-08-01,Commercial Bank of Ethiopia,Google Play
Very good .,5,2023-08-01,Commercial Bank of Ethiopia,Google Play
Good,5,2023-07-31,Commercial Bank of Ethiopia,Google Play
I am proud 👏,5,2023-07-30,Commercial Bank of Ethiopia,Google Play
ዋው ምርጥ አፕ ነው❤️❤️❤️,5,2023-07-29,Commercial Bank of Ethiopia,Google Play
Nice,5,2023-07-29,Commercial Bank of Ethiopia,Google Play
The application for transaction any where and time important however on process transaction intruption after some minut deducted the amount so happened double payment . So please improved ! To transact reliable show correctly on time of transaction.,2,2023-07-29,Commercial Bank of Ethiopia,Google Play
ጊዜና ኑሮን የሚያቀል ሁሉንም በስልኬ ላይ ወድጄዋለው ።,5,2023-07-29,Commercial Bank of Ethiopia,Google Play
I like,5,2023-07-29,Commercial Bank of Ethiopia,Google Play
Worst app ever🤮🤮,1,2023-07-28,Commercial Bank of Ethiopia,Google Play
Good,5,2023-07-27,Commercial Bank of Ethiopia,Google Play
